analysis_scope,outer_eval_type,outer_test_group,feature_block,regressor,candidate_params,inner_fold,inner_training_group_sha256,inner_validation_group_sha256,inner_fold_mae,mean_candidate_mae,selected,tie_status
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 7}",0,62090a8afbc31079a317bd5dbc5833fac05f0708661cd72c87288bd3dd5e34d3,cbe8ecd1a15df22b805d2806a7596c97a1555a11b39823c091c73a94a607f384,0.0454989756898435,0.03730294098710291,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 7}",1,ac6ccf8f05329d01b9baf626aa6150a3038340467f3a3230d43f2c6a58074b38,ec128567e1174ec210fbea395609988725b9204a21409983e84963513da41c65,0.03317798313700888,0.03730294098710291,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 7}",2,1baf98c56d1c8c018fb06aa08c3ee9b3de31dbf949e4b2598882004f82a4c164,dc6538f21711c9b1285379cb73c32ce3903c3cb095363512eacb28e4fdf08629,0.02946971961211187,0.03730294098710291,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 7}",3,c75a3433084127f26859f26d1beda807703c00222b9938a22b373432a017fc1c,66111144c8c43a44260f43c510f33d01d5f7af21204bdb8a72642329a5ad13c8,0.034154969322517596,0.03730294098710291,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 7}",4,0ca3dd2e94aeaac25bc4611b70ebba6547e074678106722acda69d9353d3bbe6,741f563bdb672e9599c488592ee58b3461e2c6f9a5903dc2c5f3fe77b1c9800d,0.0442130571740327,0.03730294098710291,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 15}",0,62090a8afbc31079a317bd5dbc5833fac05f0708661cd72c87288bd3dd5e34d3,cbe8ecd1a15df22b805d2806a7596c97a1555a11b39823c091c73a94a607f384,0.046904935507728944,0.039312884663710704,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 15}",1,ac6ccf8f05329d01b9baf626aa6150a3038340467f3a3230d43f2c6a58074b38,ec128567e1174ec210fbea395609988725b9204a21409983e84963513da41c65,0.03593729982339593,0.039312884663710704,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 15}",2,1baf98c56d1c8c018fb06aa08c3ee9b3de31dbf949e4b2598882004f82a4c164,dc6538f21711c9b1285379cb73c32ce3903c3cb095363512eacb28e4fdf08629,0.03168123531273084,0.039312884663710704,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 15}",3,c75a3433084127f26859f26d1beda807703c00222b9938a22b373432a017fc1c,66111144c8c43a44260f43c510f33d01d5f7af21204bdb8a72642329a5ad13c8,0.03645220456898472,0.039312884663710704,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 15}",4,0ca3dd2e94aeaac25bc4611b70ebba6547e074678106722acda69d9353d3bbe6,741f563bdb672e9599c488592ee58b3461e2c6f9a5903dc2c5f3fe77b1c9800d,0.045588748105713055,0.039312884663710704,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 7}",0,62090a8afbc31079a317bd5dbc5833fac05f0708661cd72c87288bd3dd5e34d3,cbe8ecd1a15df22b805d2806a7596c97a1555a11b39823c091c73a94a607f384,0.045334958696646506,0.03740446426569046,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 7}",1,ac6ccf8f05329d01b9baf626aa6150a3038340467f3a3230d43f2c6a58074b38,ec128567e1174ec210fbea395609988725b9204a21409983e84963513da41c65,0.03295236210996746,0.03740446426569046,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 7}",2,1baf98c56d1c8c018fb06aa08c3ee9b3de31dbf949e4b2598882004f82a4c164,dc6538f21711c9b1285379cb73c32ce3903c3cb095363512eacb28e4fdf08629,0.02967562936964634,0.03740446426569046,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 7}",3,c75a3433084127f26859f26d1beda807703c00222b9938a22b373432a017fc1c,66111144c8c43a44260f43c510f33d01d5f7af21204bdb8a72642329a5ad13c8,0.03459343226631627,0.03740446426569046,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 7}",4,0ca3dd2e94aeaac25bc4611b70ebba6547e074678106722acda69d9353d3bbe6,741f563bdb672e9599c488592ee58b3461e2c6f9a5903dc2c5f3fe77b1c9800d,0.04446593888587575,0.03740446426569046,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 15}",0,62090a8afbc31079a317bd5dbc5833fac05f0708661cd72c87288bd3dd5e34d3,cbe8ecd1a15df22b805d2806a7596c97a1555a11b39823c091c73a94a607f384,0.04718298514294849,0.03938371024487358,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 15}",1,ac6ccf8f05329d01b9baf626aa6150a3038340467f3a3230d43f2c6a58074b38,ec128567e1174ec210fbea395609988725b9204a21409983e84963513da41c65,0.03601152017806518,0.03938371024487358,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 15}",2,1baf98c56d1c8c018fb06aa08c3ee9b3de31dbf949e4b2598882004f82a4c164,dc6538f21711c9b1285379cb73c32ce3903c3cb095363512eacb28e4fdf08629,0.0317318980467117,0.03938371024487358,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 15}",3,c75a3433084127f26859f26d1beda807703c00222b9938a22b373432a017fc1c,66111144c8c43a44260f43c510f33d01d5f7af21204bdb8a72642329a5ad13c8,0.03632245755070282,0.03938371024487358,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 15}",4,0ca3dd2e94aeaac25bc4611b70ebba6547e074678106722acda69d9353d3bbe6,741f563bdb672e9599c488592ee58b3461e2c6f9a5903dc2c5f3fe77b1c9800d,0.04566969030593974,0.03938371024487358,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 7}",0,62090a8afbc31079a317bd5dbc5833fac05f0708661cd72c87288bd3dd5e34d3,cbe8ecd1a15df22b805d2806a7596c97a1555a11b39823c091c73a94a607f384,0.04681034515868944,0.038691072759176146,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 7}",1,ac6ccf8f05329d01b9baf626aa6150a3038340467f3a3230d43f2c6a58074b38,ec128567e1174ec210fbea395609988725b9204a21409983e84963513da41c65,0.03495097109480647,0.038691072759176146,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 7}",2,1baf98c56d1c8c018fb06aa08c3ee9b3de31dbf949e4b2598882004f82a4c164,dc6538f21711c9b1285379cb73c32ce3903c3cb095363512eacb28e4fdf08629,0.03094687161183175,0.038691072759176146,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 7}",3,c75a3433084127f26859f26d1beda807703c00222b9938a22b373432a017fc1c,66111144c8c43a44260f43c510f33d01d5f7af21204bdb8a72642329a5ad13c8,0.035664001237944,0.038691072759176146,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 7}",4,0ca3dd2e94aeaac25bc4611b70ebba6547e074678106722acda69d9353d3bbe6,741f563bdb672e9599c488592ee58b3461e2c6f9a5903dc2c5f3fe77b1c9800d,0.045083174692609064,0.038691072759176146,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 15}",0,62090a8afbc31079a317bd5dbc5833fac05f0708661cd72c87288bd3dd5e34d3,cbe8ecd1a15df22b805d2806a7596c97a1555a11b39823c091c73a94a607f384,0.048154654456231724,0.040618711683158684,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 15}",1,ac6ccf8f05329d01b9baf626aa6150a3038340467f3a3230d43f2c6a58074b38,ec128567e1174ec210fbea395609988725b9204a21409983e84963513da41c65,0.03723315687273601,0.040618711683158684,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 15}",2,1baf98c56d1c8c018fb06aa08c3ee9b3de31dbf949e4b2598882004f82a4c164,dc6538f21711c9b1285379cb73c32ce3903c3cb095363512eacb28e4fdf08629,0.03372774792902213,0.040618711683158684,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 15}",3,c75a3433084127f26859f26d1beda807703c00222b9938a22b373432a017fc1c,66111144c8c43a44260f43c510f33d01d5f7af21204bdb8a72642329a5ad13c8,0.037682188561878764,0.040618711683158684,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 15}",4,0ca3dd2e94aeaac25bc4611b70ebba6547e074678106722acda69d9353d3bbe6,741f563bdb672e9599c488592ee58b3461e2c6f9a5903dc2c5f3fe77b1c9800d,0.0462958105959248,0.040618711683158684,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",0,62090a8afbc31079a317bd5dbc5833fac05f0708661cd72c87288bd3dd5e34d3,cbe8ecd1a15df22b805d2806a7596c97a1555a11b39823c091c73a94a607f384,0.04453123114246495,0.03616883234919273,True,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",1,ac6ccf8f05329d01b9baf626aa6150a3038340467f3a3230d43f2c6a58074b38,ec128567e1174ec210fbea395609988725b9204a21409983e84963513da41c65,0.031411227776697616,0.03616883234919273,True,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",2,1baf98c56d1c8c018fb06aa08c3ee9b3de31dbf949e4b2598882004f82a4c164,dc6538f21711c9b1285379cb73c32ce3903c3cb095363512eacb28e4fdf08629,0.028461909423178063,0.03616883234919273,True,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",3,c75a3433084127f26859f26d1beda807703c00222b9938a22b373432a017fc1c,66111144c8c43a44260f43c510f33d01d5f7af21204bdb8a72642329a5ad13c8,0.0328890888916868,0.03616883234919273,True,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",4,0ca3dd2e94aeaac25bc4611b70ebba6547e074678106722acda69d9353d3bbe6,741f563bdb672e9599c488592ee58b3461e2c6f9a5903dc2c5f3fe77b1c9800d,0.04355070451193621,0.03616883234919273,True,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",0,62090a8afbc31079a317bd5dbc5833fac05f0708661cd72c87288bd3dd5e34d3,cbe8ecd1a15df22b805d2806a7596c97a1555a11b39823c091c73a94a607f384,0.04609106295600903,0.03783618934713685,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",1,ac6ccf8f05329d01b9baf626aa6150a3038340467f3a3230d43f2c6a58074b38,ec128567e1174ec210fbea395609988725b9204a21409983e84963513da41c65,0.033510835045697004,0.03783618934713685,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",2,1baf98c56d1c8c018fb06aa08c3ee9b3de31dbf949e4b2598882004f82a4c164,dc6538f21711c9b1285379cb73c32ce3903c3cb095363512eacb28e4fdf08629,0.02998128905025778,0.03783618934713685,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",3,c75a3433084127f26859f26d1beda807703c00222b9938a22b373432a017fc1c,66111144c8c43a44260f43c510f33d01d5f7af21204bdb8a72642329a5ad13c8,0.03500078638652868,0.03783618934713685,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",4,0ca3dd2e94aeaac25bc4611b70ebba6547e074678106722acda69d9353d3bbe6,741f563bdb672e9599c488592ee58b3461e2c6f9a5903dc2c5f3fe77b1c9800d,0.04459697329719177,0.03783618934713685,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 7}",0,62090a8afbc31079a317bd5dbc5833fac05f0708661cd72c87288bd3dd5e34d3,cbe8ecd1a15df22b805d2806a7596c97a1555a11b39823c091c73a94a607f384,0.04529257623797538,0.03728970173054028,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 7}",1,ac6ccf8f05329d01b9baf626aa6150a3038340467f3a3230d43f2c6a58074b38,ec128567e1174ec210fbea395609988725b9204a21409983e84963513da41c65,0.033142935797038565,0.03728970173054028,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 7}",2,1baf98c56d1c8c018fb06aa08c3ee9b3de31dbf949e4b2598882004f82a4c164,dc6538f21711c9b1285379cb73c32ce3903c3cb095363512eacb28e4fdf08629,0.029319340924705662,0.03728970173054028,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 7}",3,c75a3433084127f26859f26d1beda807703c00222b9938a22b373432a017fc1c,66111144c8c43a44260f43c510f33d01d5f7af21204bdb8a72642329a5ad13c8,0.0343187134729947,0.03728970173054028,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 7}",4,0ca3dd2e94aeaac25bc4611b70ebba6547e074678106722acda69d9353d3bbe6,741f563bdb672e9599c488592ee58b3461e2c6f9a5903dc2c5f3fe77b1c9800d,0.044374942219987126,0.03728970173054028,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 15}",0,62090a8afbc31079a317bd5dbc5833fac05f0708661cd72c87288bd3dd5e34d3,cbe8ecd1a15df22b805d2806a7596c97a1555a11b39823c091c73a94a607f384,0.04699787486150564,0.03925941558838299,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 15}",1,ac6ccf8f05329d01b9baf626aa6150a3038340467f3a3230d43f2c6a58074b38,ec128567e1174ec210fbea395609988725b9204a21409983e84963513da41c65,0.03578046587200251,0.03925941558838299,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 15}",2,1baf98c56d1c8c018fb06aa08c3ee9b3de31dbf949e4b2598882004f82a4c164,dc6538f21711c9b1285379cb73c32ce3903c3cb095363512eacb28e4fdf08629,0.0315518396230136,0.03925941558838299,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 15}",3,c75a3433084127f26859f26d1beda807703c00222b9938a22b373432a017fc1c,66111144c8c43a44260f43c510f33d01d5f7af21204bdb8a72642329a5ad13c8,0.03640604312912251,0.03925941558838299,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 15}",4,0ca3dd2e94aeaac25bc4611b70ebba6547e074678106722acda69d9353d3bbe6,741f563bdb672e9599c488592ee58b3461e2c6f9a5903dc2c5f3fe77b1c9800d,0.04556085445627071,0.03925941558838299,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 7}",0,62090a8afbc31079a317bd5dbc5833fac05f0708661cd72c87288bd3dd5e34d3,cbe8ecd1a15df22b805d2806a7596c97a1555a11b39823c091c73a94a607f384,0.04546801088199612,0.03738976565096612,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 7}",1,ac6ccf8f05329d01b9baf626aa6150a3038340467f3a3230d43f2c6a58074b38,ec128567e1174ec210fbea395609988725b9204a21409983e84963513da41c65,0.033355014917706545,0.03738976565096612,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 7}",2,1baf98c56d1c8c018fb06aa08c3ee9b3de31dbf949e4b2598882004f82a4c164,dc6538f21711c9b1285379cb73c32ce3903c3cb095363512eacb28e4fdf08629,0.029412813996776036,0.03738976565096612,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 7}",3,c75a3433084127f26859f26d1beda807703c00222b9938a22b373432a017fc1c,66111144c8c43a44260f43c510f33d01d5f7af21204bdb8a72642329a5ad13c8,0.03423657171860593,0.03738976565096612,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 7}",4,0ca3dd2e94aeaac25bc4611b70ebba6547e074678106722acda69d9353d3bbe6,741f563bdb672e9599c488592ee58b3461e2c6f9a5903dc2c5f3fe77b1c9800d,0.04447641673974597,0.03738976565096612,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 15}",0,62090a8afbc31079a317bd5dbc5833fac05f0708661cd72c87288bd3dd5e34d3,cbe8ecd1a15df22b805d2806a7596c97a1555a11b39823c091c73a94a607f384,0.04704350074168505,0.03931789105997617,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 15}",1,ac6ccf8f05329d01b9baf626aa6150a3038340467f3a3230d43f2c6a58074b38,ec128567e1174ec210fbea395609988725b9204a21409983e84963513da41c65,0.03584683154516698,0.03931789105997617,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 15}",2,1baf98c56d1c8c018fb06aa08c3ee9b3de31dbf949e4b2598882004f82a4c164,dc6538f21711c9b1285379cb73c32ce3903c3cb095363512eacb28e4fdf08629,0.031677645197477386,0.03931789105997617,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 15}",3,c75a3433084127f26859f26d1beda807703c00222b9938a22b373432a017fc1c,66111144c8c43a44260f43c510f33d01d5f7af21204bdb8a72642329a5ad13c8,0.036512976374645054,0.03931789105997617,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 15}",4,0ca3dd2e94aeaac25bc4611b70ebba6547e074678106722acda69d9353d3bbe6,741f563bdb672e9599c488592ee58b3461e2c6f9a5903dc2c5f3fe77b1c9800d,0.04550850144090641,0.03931789105997617,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 7}",0,62090a8afbc31079a317bd5dbc5833fac05f0708661cd72c87288bd3dd5e34d3,cbe8ecd1a15df22b805d2806a7596c97a1555a11b39823c091c73a94a607f384,0.04651786175759902,0.038602097951852536,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 7}",1,ac6ccf8f05329d01b9baf626aa6150a3038340467f3a3230d43f2c6a58074b38,ec128567e1174ec210fbea395609988725b9204a21409983e84963513da41c65,0.03513536025268835,0.038602097951852536,False,False
primary,LODO,iris,P0,hist_gradient_boosting,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 7}",2,1baf98c56d1c8c018fb06aa08c3ee9b3de31dbf949e4b2598882004f82a4c164,dc6538f21711c9b1285379cb73c32ce3903c3cb095363512eacb28e4fdf08629,0.030737885214413927,0.038602097951852536,False,False
